Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active_Cases,CFR,Recovery_Rate,Vaccination_Rate,People_Vaccinated,People_Fully_Vaccinated,Total_vaccinations,Tests_Performed,Test_Positivity_Rate
Maharashtra,India,19.75,75.71,1/14/2023,542841,3829,478164,60848,0.71,88.09,1.18,677331,600674,4873966,11955173,4.54
Catalonia,Spain,41.39,2.17,5/25/2022,3728994,185646,3371590,171758,4.98,90.42,11.31,10762149,9515102,24239650,64274313,5.8
Rio de Janeiro,Brazil,-22.91,-43.17,5/20/2023,3444612,81249,2924662,438701,2.36,84.91,5.54,4287582,2192966,8372212,52089514,6.61
New York,USA,40.71,-74.01,5/3/2023,3814525,150731,2267147,1396647,3.95,59.43,23.26,11182319,10232929,23627771,53029263,7.19
Mexico City,Mexico,19.43,-99.13,9/29/2021,1542417,16874,788793,736750,1.09,51.14,84.71,26196993,19155825,47949243,91758565,1.68
Uttar Pradesh,India,26.85,80.91,10/11/2022,4128155,74543,2259395,1794217,1.81,54.73,65.38,21669325,14326067,38880556,42906478,9.62
Nuevo León,Mexico,25.67,-100.31,6/14/2023,4617307,127063,3300154,1190090,2.75,71.47,2.34,2209285,2177426,6208636,8459240,54.58
England,UK,51.51,-0.13,12/22/2022,1319619,47637,1161791,110191,3.61,88.04,25.8,24688559,12490389,37192291,2026962,65.1
Texas,USA,31.97,-99.9,6/9/2022,3238824,14238,2971603,252983,0.44,91.75,158.81,21191437,20381919,43728773,35776903,9.05
Beijing,China,39.9,116.4,6/19/2021,3404479,73718,2373219,957542,2.17,69.71,29.7,14157770,7937623,23715978,4032027,84.44
Mexico City,Mexico,19.43,-99.13,2/1/2023,2323494,3737,1771443,548314,0.16,76.24,102.86,17451220,16175826,38306395,88347256,2.63
Madrid,Spain,40.42,-3.7,4/1/2021,2319042,60513,2066715,191814,2.61,89.12,20.02,16422287,9624295,27939224,12732811,18.21
Scotland,UK,55.95,-3.19,5/25/2022,4367009,80853,2845216,1440940,1.85,65.15,48.51,9947172,9877225,21741639,32739201,13.34
Beijing,China,39.9,116.4,6/27/2021,1162430,56451,635336,470643,4.86,54.66,24.44,23532273,22037281,49418183,66406709,1.75
Florida,USA,27.99,-81.76,1/23/2022,154661,2550,139473,12638,1.65,90.18,30.37,16879081,13930178,31958364,81438872,0.19
Shanghai,China,31.23,121.47,2/20/2023,4836312,107397,3460590,1268325,2.22,71.55,3.39,1954360,1694736,6378742,40774181,11.86
Rio de Janeiro,Brazil,-22.91,-43.17,5/29/2022,677077,7497,404424,265156,1.11,59.73,5.6,5208036,5182710,12417603,11789149,5.74
Lazio,Italy,41.89,12.5,1/30/2023,2628450,41290,2425361,161799,1.57,92.27,39.73,27714309,19562117,49247274,6365839,41.29
Lazio,Italy,41.89,12.5,7/9/2022,4147279,52520,3917704,177055,1.27,94.46,32.09,29937254,17219040,52129044,15556591,26.66
Tamil Nadu,India,13.08,80.27,1/27/2021,1448665,56370,1056628,335667,3.89,72.94,70.65,19260377,12387464,35565871,89290938,1.62
California,USA,36.77,-119.42,8/25/2023,2346051,16137,1824069,505845,0.69,77.75,21.79,21143282,18130481,40957010,75800042,3.1
Jalisco,Mexico,20.67,-103.35,11/21/2022,2349011,93871,1551980,703160,4,66.07,58.6,11914594,6549061,19819606,73341638,3.2
Northern Ireland,UK,54.6,-5.93,10/13/2021,3841779,75659,3213897,552223,1.97,83.66,9.19,6646368,5156318,13774292,79914570,4.81
New York,USA,40.71,-74.01,5/9/2023,2646020,118693,2513194,14133,4.49,94.98,158.08,18973413,12613893,31896118,66787096,3.96
Maharashtra,India,19.75,75.71,4/8/2022,2069704,65266,1289739,714699,3.15,62.32,18.94,16787499,15471138,32984993,33928536,6.1
England,UK,51.51,-0.13,1/24/2023,1947914,34160,1331569,582185,1.75,68.36,17.03,16516964,9529497,30289061,15400552,12.65
Catalonia,Spain,41.39,2.17,8/1/2022,4364477,95613,2281224,1987640,2.19,52.27,162.82,28221471,14148415,43487623,64313903,6.79
Mexico City,Mexico,19.43,-99.13,10/1/2021,103875,3150,61695,39030,3.03,59.39,90.03,22240220,20332914,43103040,34283310,0.3
Rio de Janeiro,Brazil,-22.91,-43.17,7/1/2022,4951215,40243,4816645,94327,0.81,97.28,0.05,49974,43354,4258085,16911925,29.28
Scotland,UK,55.95,-3.19,8/8/2022,2325892,112470,1586574,626848,4.84,68.21,87.93,28811327,26394719,55883964,97974672,2.37
Texas,USA,31.97,-99.9,5/9/2023,3298417,69485,2639649,589283,2.11,80.03,26.42,18096412,18044169,37915631,38404101,8.59
Maharashtra,India,19.75,75.71,8/4/2022,2698561,116394,1552996,1029171,4.31,57.55,62.72,23447626,21442330,47496380,32150370,8.39
Lombardy,Italy,45.47,9.19,10/17/2022,3065168,132713,1700429,1232026,4.33,55.48,26.68,21261507,12769256,36059698,18898199,16.22
Ontario,Canada,43.65,-79.38,1/28/2021,180647,1966,110195,68486,1.09,61,25.81,11254435,7577562,22893570,88769820,0.2
Mexico City,Mexico,19.43,-99.13,9/19/2023,3478770,29617,3350812,98341,0.85,96.32,25.99,23448237,12954256,37698329,77291045,4.5
Veneto,Italy,45.44,12.33,4/25/2021,3597528,29728,2150275,1417525,0.83,59.77,14.05,10405968,8604265,19077776,19652451,18.31
Jalisco,Mexico,20.67,-103.35,8/31/2023,851497,15235,736118,100144,1.79,86.45,97.23,15937349,13754515,34396599,58967875,1.44
Tamil Nadu,India,13.08,80.27,5/23/2022,1843894,72969,1328683,442242,3.96,72.06,8.2,4007587,2194362,10854530,57645366,3.2
Delhi,India,28.61,77.21,4/2/2021,4547297,53254,2788604,1705439,1.17,61.32,61.15,18367651,11099036,32150905,12656835,35.93
Scotland,UK,55.95,-3.19,10/22/2022,2029104,74997,1452459,501648,3.7,71.58,55.46,21155160,18509892,43762129,81095127,2.5
Northern Ireland,UK,54.6,-5.93,8/22/2022,3592566,158098,2953454,481014,4.4,82.21,13.22,6319355,4559025,12449265,34566289,10.39
Saint Petersburg,Russia,59.93,30.33,7/13/2021,1945398,36474,1875564,33360,1.87,96.41,15.66,14958978,13735076,29321805,38745378,5.02
Jalisco,Mexico,20.67,-103.35,3/6/2021,2869385,70666,2327202,471517,2.46,81.1,22.2,9178234,6817447,17009675,52918464,5.42
Ontario,Canada,43.65,-79.38,3/2/2021,2410556,80684,1915441,414431,3.35,79.46,15.67,6618793,3792760,14353959,48069047,5.01
Amazonas,Brazil,-3.07,-60.02,11/17/2022,2600642,120084,2410608,69950,4.62,92.69,12.64,8364226,5065695,18263948,25996834,10
Rio de Janeiro,Brazil,-22.91,-43.17,2/11/2021,1860695,2588,1039301,818806,0.14,55.86,49.17,28075216,27087510,57436140,52894258,3.52
England,UK,51.51,-0.13,4/13/2023,1386619,52051,718862,615706,3.75,51.84,25,21015115,14128015,38082231,58484374,2.37
Guangdong,China,23.38,113.43,5/5/2023,3679633,71566,3261540,346527,1.94,88.64,59.53,22134947,17025344,43108119,94173422,3.91
Rio de Janeiro,Brazil,-22.91,-43.17,6/9/2021,4771477,212527,2946503,1612447,4.45,61.75,41.67,11105257,10154618,24013275,98943163,4.82
Lazio,Italy,41.89,12.5,9/3/2023,446545,19862,232872,193811,4.45,52.15,44.27,15405082,8971806,28221280,59463365,0.75
New York,USA,40.71,-74.01,2/24/2021,2993784,48124,2503201,442459,1.61,83.61,92.75,23644259,23092280,50344364,43376977,6.9
Rio de Janeiro,Brazil,-22.91,-43.17,5/19/2022,900593,28181,591909,280503,3.13,65.72,51.03,27452306,23558878,51774483,45939852,1.96
Rio de Janeiro,Brazil,-22.91,-43.17,7/6/2022,4545570,106447,2420812,2018311,2.34,53.26,88.13,24660298,17371924,42058135,9856071,46.12
Catalonia,Spain,41.39,2.17,2/22/2022,1710796,25326,1009648,675822,1.48,59.02,2.27,1833058,1028445,3979962,48162980,3.55
California,USA,36.77,-119.42,3/26/2023,3626344,78743,2158300,1389301,2.17,59.52,25.54,18584773,17150062,38522726,77021260,4.71
England,UK,51.51,-0.13,5/21/2023,3901478,44071,2307824,1549583,1.13,59.15,30.64,17241711,15237566,32924603,16430704,23.75
Shanghai,China,31.23,121.47,9/18/2023,2944069,145239,2756077,42753,4.93,93.61,110.38,9299508,5416537,18225792,31042554,9.48
Madrid,Spain,40.42,-3.7,7/6/2023,3673335,46067,2801004,826264,1.25,76.25,27.21,19996434,10622471,30731894,40477972,9.07
Lazio,Italy,41.89,12.5,2/27/2021,2317840,10547,1949374,357919,0.46,84.1,12.89,7058864,4958478,14655288,60202150,3.85
Ontario,Canada,43.65,-79.38,4/18/2023,1123678,51990,831620,240068,4.63,74.01,18.52,10570908,7698635,21692012,94177544,1.19
São Paulo,Brazil,-23.55,-46.63,3/8/2023,785036,9905,756357,18774,1.26,96.35,14.36,9486171,7656887,20895377,34223364,2.29
New York,USA,40.71,-74.01,12/18/2022,3997576,167944,3508525,321107,4.2,87.77,4.17,2221571,2011052,6185119,94984183,4.21
Moscow,Russia,55.75,37.62,6/23/2022,3013081,21963,2421069,570049,0.73,80.35,0.41,257657,238005,5256649,39909776,7.55
Amazonas,Brazil,-3.07,-60.02,6/3/2021,2033057,17300,1953999,61758,0.85,96.11,2.44,602488,515341,4664094,21900000,9.28
Lombardy,Italy,45.47,9.19,9/19/2023,1371861,40848,1121672,209341,2.98,81.76,69.8,13664620,8997277,26355928,82701956,1.66
Maharashtra,India,19.75,75.71,12/5/2021,4228821,51200,2341225,1836396,1.21,55.36,52.09,4625950,3781222,11266097,10297433,41.07
Scotland,UK,55.95,-3.19,4/7/2022,4215888,106318,2517063,1592507,2.52,59.7,24.83,16047708,13590951,30649597,65976186,6.39
Lombardy,Italy,45.47,9.19,7/19/2023,1845060,80658,1585186,179216,4.37,85.92,35.07,24437757,14719063,40785568,13170430,14.01
Saint Petersburg,Russia,59.93,30.33,2/26/2023,2513565,93273,1772087,648205,3.71,70.5,124.56,27426687,18591582,47212230,4831488,52.02
Catalonia,Spain,41.39,2.17,12/17/2022,283970,13298,153710,116962,4.68,54.13,37.39,22878411,15793538,41053827,32209218,0.88
Nuevo León,Mexico,25.67,-100.31,6/12/2021,4816588,99107,4193309,524172,2.06,87.06,22.88,10799992,10407129,22848910,45642574,10.55
Florida,USA,27.99,-81.76,4/13/2023,1913951,50758,1459290,403903,2.65,76.24,17.44,17074163,12884617,31624367,80464623,2.38
Shanghai,China,31.23,121.47,6/16/2023,2420067,118132,1676414,625521,4.88,69.27,48.93,16486064,10008769,28236071,29221355,8.28
Lombardy,Italy,45.47,9.19,12/30/2021,4565929,92938,2305875,2167116,2.04,50.5,19.44,4470361,3826356,10951054,8675312,52.63
Rio de Janeiro,Brazil,-22.91,-43.17,6/29/2021,1389033,9689,1069053,310291,0.7,76.96,62.19,9657089,6607520,18677853,91523094,1.52
Scotland,UK,55.95,-3.19,1/24/2021,1850894,49862,1693909,107123,2.69,91.52,11.84,5182136,4894482,11747477,61426281,3.01
Scotland,UK,55.95,-3.19,7/8/2021,182337,1529,111624,69184,0.84,61.22,31.5,10582387,5456206,20705077,46403432,0.39
São Paulo,Brazil,-23.55,-46.63,8/20/2021,4733454,19012,4640109,74333,0.4,98.03,3.07,1972839,1086209,4570390,49800049,9.5
Kerala,India,10.85,76.27,3/27/2023,136854,385,118857,17612,0.28,86.85,21.72,20492655,12507887,33815572,72064507,0.19
Mexico City,Mexico,19.43,-99.13,1/1/2022,3283196,27143,1762617,1493436,0.83,53.69,78.33,15540945,14825971,31666692,84229824,3.9
Rio de Janeiro,Brazil,-22.91,-43.17,9/5/2023,2381816,64019,2266899,50898,2.69,95.18,153.41,8988896,8672556,20965506,12846049,18.54
Northern Ireland,UK,54.6,-5.93,10/24/2021,2276070,98505,1239396,938169,4.33,54.45,38.89,22376660,19716417,43005916,69895500,3.26
Quebec,Canada,46.81,-71.21,8/2/2023,635077,5145,622862,7070,0.81,98.08,2.71,629620,583319,1306672,7379234,8.61
Quebec,Canada,46.81,-71.21,4/2/2022,3429333,117777,1865724,1445832,3.43,54.4,5.27,5129131,3989704,12051250,90871890,3.77
Ontario,Canada,43.65,-79.38,10/21/2021,1720086,41986,1092897,585203,2.44,63.54,54.24,24556038,13227046,42534248,567554,303.07
Beijing,China,39.9,116.4,7/8/2021,88329,1303,65964,21062,1.48,74.68,30.51,26762370,20488914,50648359,57730312,0.15
England,UK,51.51,-0.13,2/18/2021,4934320,49813,3126443,1758064,1.01,63.36,39.85,17669637,11818091,29545168,78249065,6.31
Uttar Pradesh,India,26.85,80.91,9/22/2023,3299123,13526,2118814,1166783,0.41,64.22,14.64,8519562,4435840,17642362,62247321,5.3
Veneto,Italy,45.44,12.33,9/11/2023,3752305,176332,2005508,1570465,4.7,53.45,5.98,4464615,3444736,8943569,9683588,38.75
Texas,USA,31.97,-99.9,7/15/2021,4892946,242436,3301579,1348931,4.95,67.48,40.78,25964192,22488238,51898486,46525921,10.52
Jalisco,Mexico,20.67,-103.35,8/4/2021,1918536,74948,1314378,529210,3.91,68.51,68.08,9733497,8120096,21134784,8057208,23.81
Veneto,Italy,45.44,12.33,4/28/2023,2719524,27308,1768139,924077,1,65.02,6.2,6162863,3386981,11755028,55220240,4.92
Beijing,China,39.9,116.4,2/10/2023,3246509,108520,2126082,1011907,3.34,65.49,26.12,5953753,5871280,13375982,453739,715.5
Tamil Nadu,India,13.08,80.27,7/23/2023,4529508,19191,3958569,551748,0.42,87.4,121.48,23519025,21886457,49553187,93970632,4.82
Lazio,Italy,41.89,12.5,2/10/2022,2292147,41212,2184749,66186,1.8,95.31,203.79,22541540,11884888,37597463,25755734,8.9
England,UK,51.51,-0.13,7/20/2021,3932217,24412,3899585,8220,0.62,99.17,99.41,11983891,6879628,22056803,16699360,23.55
Lombardy,Italy,45.47,9.19,11/12/2021,3153678,147402,1631118,1375158,4.67,51.72,38.66,23404247,13134519,38484732,23826420,13.24
Tamil Nadu,India,13.08,80.27,3/7/2023,4421929,56790,3393053,972086,1.28,76.73,48.2,19424237,17111865,37691724,78793005,5.61
Veneto,Italy,45.44,12.33,4/1/2021,3616512,108853,3429024,78635,3.01,94.82,79.22,18596363,12024006,31834826,69613626,5.2
Lombardy,Italy,45.47,9.19,10/14/2021,4991704,67642,4082236,841826,1.36,81.78,34.55,27522498,15545646,46707509,61261605,8.15
São Paulo,Brazil,-23.55,-46.63,8/27/2023,4820849,172141,4231104,417604,3.57,87.77,17.22,15829966,15279387,34668136,70980552,6.79
Kerala,India,10.85,76.27,11/28/2022,4285996,108704,2966325,1210967,2.54,69.21,107.87,27740628,26293571,58686318,98895995,4.33
Florida,USA,27.99,-81.76,9/22/2021,3322810,129622,1982089,1211099,3.9,59.65,68.6,9999324,9154204,23002114,14294681,23.25
California,USA,36.77,-119.42,6/18/2023,3500467,170588,1755208,1574671,4.87,50.14,8.2,5202104,4733261,14793570,97454538,3.59
Shanghai,China,31.23,121.47,3/7/2022,3379813,142345,2748390,489078,4.21,81.32,18.42,9851228,6705094,18992666,50714592,6.66
England,UK,51.51,-0.13,9/28/2021,1944757,55375,1769421,119961,2.85,90.98,31.45,6114789,3106263,12297452,78688744,2.47
England,UK,51.51,-0.13,3/27/2022,1908235,74888,1640583,192764,3.92,85.97,29.44,27477333,19154375,51120032,24317260,7.85
Shanghai,China,31.23,121.47,1/13/2021,4922921,154572,3907322,861027,3.14,79.37,29.79,6037031,5576339,15835636,69735195,7.06
Lazio,Italy,41.89,12.5,8/31/2022,524497,1654,438526,84317,0.32,83.61,0.7,265338,137094,5120221,12031878,4.36
New York,USA,40.71,-74.01,5/19/2021,3094075,11706,1702161,1380208,0.38,55.01,27.01,26674436,24772580,56028908,91816112,3.37
British Columbia,Canada,49.28,-123.12,4/28/2022,3486744,149636,2619951,717157,4.29,75.14,22.88,21595103,18245380,42906284,51902416,6.72
Maharashtra,India,19.75,75.71,4/21/2021,4151830,4884,3776061,370885,0.12,90.95,39.43,22938997,16637586,42987953,3252136,127.66
Ontario,Canada,43.65,-79.38,3/19/2021,4688891,79692,2837255,1771944,1.7,60.51,19.29,16779683,13278704,31431895,38821570,12.08
Mexico City,Mexico,19.43,-99.13,6/18/2021,3574450,114791,3082850,376809,3.21,86.25,25.22,17407817,15166981,36941247,47343887,7.55
Kerala,India,10.85,76.27,2/23/2023,3884787,20792,3806411,57584,0.54,97.98,176.54,26591039,14537999,45983418,9041821,42.96
Ontario,Canada,43.65,-79.38,6/2/2022,195969,6880,181711,7378,3.51,92.72,63.41,28856525,21963157,51503453,66462890,0.29
Guangdong,China,23.38,113.43,4/9/2023,1358550,7459,885468,465623,0.55,65.18,1.67,855894,592539,3110094,66458494,2.04
Shanghai,China,31.23,121.47,5/26/2022,4276665,92256,3677851,506558,2.16,86,32.93,9465740,6844168,20693997,5159455,82.89
Jalisco,Mexico,20.67,-103.35,2/6/2023,331947,845,166768,164334,0.25,50.24,34.08,10408026,5254260,17786597,16915572,1.96
Nuevo León,Mexico,25.67,-100.31,1/6/2021,1246094,3780,1188596,53718,0.3,95.39,20.37,20106445,10272112,31258371,63486986,1.96
Rio de Janeiro,Brazil,-22.91,-43.17,11/3/2021,2430247,54594,1897528,478125,2.25,78.08,48.31,6642431,3894916,14829281,73799502,3.29
Scotland,UK,55.95,-3.19,10/3/2021,4306289,69346,4005874,231069,1.61,93.02,87.49,29832414,28200446,58197446,43397348,9.92
Lazio,Italy,41.89,12.5,9/1/2023,831927,34721,779713,17493,4.17,93.72,97.15,29178630,16462988,49651016,81429091,1.02
Maharashtra,India,19.75,75.71,9/2/2021,3024826,23212,2618183,383431,0.77,86.56,9.44,4439825,3513209,10872114,12272139,24.65
Texas,USA,31.97,-99.9,1/10/2022,2360073,111907,1782995,465171,4.74,75.55,26.15,23232388,22165314,48655509,72111695,3.27
Beijing,China,39.9,116.4,3/9/2023,2676546,81884,2409115,185547,3.06,90.01,68.34,15568297,10804482,28954860,59928542,4.47
Hubei,China,30.58,114.27,8/4/2023,4152875,199835,2309034,1644006,4.81,55.6,101.94,26469150,26432189,54327148,69340736,5.99
Ontario,Canada,43.65,-79.38,6/23/2022,823657,34572,556317,232768,4.2,67.54,13.23,6010739,5188935,13464941,50827482,1.62
Nuevo León,Mexico,25.67,-100.31,9/20/2022,2102942,21407,1515091,566444,1.02,72.05,15.37,14952999,11659003,27227791,56572103,3.72
São Paulo,Brazil,-23.55,-46.63,2/6/2022,1502074,65930,885843,550301,4.39,58.97,7.09,1367220,953171,4203269,73170347,2.05
California,USA,36.77,-119.42,1/2/2022,1885943,7840,1691932,186171,0.42,89.71,4.27,3214229,1748472,7320430,70376885,2.68
Saint Petersburg,Russia,59.93,30.33,9/4/2021,400915,12728,374464,13723,3.17,93.4,364.15,20445612,13484731,36941796,62040569,0.65
Shanghai,China,31.23,121.47,2/25/2023,1858013,21756,1396256,440001,1.17,75.15,19.79,4865806,4591709,10272387,29823148,6.23
Mexico City,Mexico,19.43,-99.13,4/8/2023,1914891,82493,1652220,180178,4.31,86.28,70.19,20520663,14312902,39087619,88498577,2.16
Saint Petersburg,Russia,59.93,30.33,8/24/2021,3323331,88461,2546995,687875,2.66,76.64,10.76,5292760,3846666,13504912,60160866,5.52
Uttar Pradesh,India,26.85,80.91,4/25/2021,498523,12939,262145,223439,2.6,52.58,8.81,8618928,5971023,18682953,26929091,1.85
California,USA,36.77,-119.42,12/4/2022,3169521,139239,1966165,1064117,4.39,62.03,65.91,29425422,15468473,49785014,58869907,5.38
Delhi,India,28.61,77.21,2/2/2023,3157993,88767,2055730,1013496,2.81,65.1,2.92,1847512,1351760,5744871,95476486,3.31
Rio de Janeiro,Brazil,-22.91,-43.17,11/28/2022,197372,8867,152586,35919,4.49,77.31,197.71,27898432,24681399,55300539,72098239,0.27
Mexico City,Mexico,19.43,-99.13,1/1/2022,2706109,110664,1745711,849734,4.09,64.51,41.12,23261955,18515748,46546220,44500039,6.08
Saint Petersburg,Russia,59.93,30.33,12/27/2021,741936,7109,425041,309786,0.96,57.29,55.35,7498718,7413646,16377470,55859538,1.33
Amazonas,Brazil,-3.07,-60.02,1/28/2023,1535525,51881,1287816,195828,3.38,83.87,63.36,8207013,4860099,17385228,80306384,1.91
Saint Petersburg,Russia,59.93,30.33,9/28/2021,524529,26191,386808,111530,4.99,73.74,33.72,20616429,13817178,35084061,72984862,0.72
Northern Ireland,UK,54.6,-5.93,11/26/2022,2641413,5220,2273660,362533,0.2,86.08,72.32,18086662,17933699,39723568,1343565,196.6
Nuevo León,Mexico,25.67,-100.31,1/22/2022,2207440,40146,1899585,267709,1.82,86.05,76.98,24259048,17688534,44081323,53162751,4.15
Hubei,China,30.58,114.27,3/11/2023,175144,8646,139765,26733,4.94,79.8,115.5,19008353,12738827,35397929,17874920,0.98
Florida,USA,27.99,-81.76,4/5/2021,1893317,56903,1032892,803522,3.01,54.55,4.43,3518268,2757221,10765141,68967015,2.75
Uttar Pradesh,India,26.85,80.91,6/17/2022,2889971,29676,2549915,310380,1.03,88.23,26.46,23690335,16173312,42899688,38256256,7.55
Mexico City,Mexico,19.43,-99.13,8/24/2022,1104600,52935,605419,446246,4.79,54.81,41.48,28481458,17559533,47673738,51634503,2.14
Maharashtra,India,19.75,75.71,3/6/2022,2636084,85935,1674945,875204,3.26,63.54,13.09,4824179,3003694,11271944,67748280,3.89
Delhi,India,28.61,77.21,11/10/2022,3345221,138545,2051662,1155014,4.14,61.33,0.16,127344,64936,4014789,90102841,3.71
Florida,USA,27.99,-81.76,7/2/2021,3034995,135261,1949732,950002,4.46,64.24,9.8,2327244,1189549,6802477,94155896,3.22
England,UK,51.51,-0.13,3/25/2022,3059872,66150,2295242,698480,2.16,75.01,156.45,12198578,11582204,25878066,57750429,5.3
British Columbia,Canada,49.28,-123.12,9/22/2022,4531800,158524,3216962,1156314,3.5,70.99,31.32,22791704,15136721,42743723,68987784,6.57
Hubei,China,30.58,114.27,3/18/2023,4068599,108933,3923914,35752,2.68,96.44,88.28,20220693,11640353,35596966,50452578,8.06
Madrid,Spain,40.42,-3.7,10/7/2022,4495221,208958,3790929,495334,4.65,84.33,65.32,14624356,12203773,31595736,27685013,16.24
Madrid,Spain,40.42,-3.7,8/19/2021,1940324,40490,1453027,446807,2.09,74.89,22.9,20268511,15262678,35651068,97553976,1.99
Moscow,Russia,55.75,37.62,2/3/2023,4187753,190292,2692509,1304952,4.54,64.29,194.78,24964372,17122131,44066391,3798661,110.24
Northern Ireland,UK,54.6,-5.93,1/26/2021,2674028,14882,1773055,886091,0.56,66.31,2.32,322351,275662,2164770,95949996,2.79
Veneto,Italy,45.44,12.33,8/7/2022,1269913,4118,1121282,144513,0.32,88.3,46,5233776,2741170,10031549,15707,8085.01
Lazio,Italy,41.89,12.5,10/12/2022,4019657,77164,2018643,1923850,1.92,50.22,22.54,16341958,14427788,31044274,61296730,6.56
Rio de Janeiro,Brazil,-22.91,-43.17,5/29/2022,1745261,62887,1356524,325850,3.6,77.73,23.55,18397569,12077868,31075606,71662008,2.44
Kerala,India,10.85,76.27,3/15/2021,1525361,24207,888993,612161,1.59,58.28,130.15,17533875,12452706,30942530,57746918,2.64
Wales,UK,51.48,-3.18,10/21/2021,3848960,84178,2398518,1366264,2.19,62.32,29.23,27963163,26473446,58339962,61759014,6.23
Rio de Janeiro,Brazil,-22.91,-43.17,8/12/2021,1425533,16122,801872,607539,1.13,56.25,37.89,27352184,24655983,52166795,49657164,2.87
Beijing,China,39.9,116.4,10/21/2022,3297875,125401,2817584,354890,3.8,85.44,61.57,15992277,14105585,33105057,17756848,18.57
Wales,UK,51.48,-3.18,5/2/2021,1470538,37333,802486,630719,2.54,54.57,42.77,11701278,9261872,21332212,30458437,4.83
Northern Ireland,UK,54.6,-5.93,5/8/2021,2543952,120821,1924840,498291,4.75,75.66,139.11,21323742,12253014,37522372,1390437,182.96
Lombardy,Italy,45.47,9.19,5/14/2022,450458,14269,233148,203041,3.17,51.76,24.2,16881467,15953332,35635907,5490300,8.2
